experiment,operation,mode,method,sample_idx,latency_ms,http,platform
exp2,checkaccess,fabric,fabric1,1,18.175,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,2,21.428,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,3,18.614,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,4,15.278,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,5,14.764,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,6,18.738,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,7,17.802,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,8,18.145,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,9,15.471,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,10,15.951,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,11,13.285,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,12,20.177,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,13,13.27,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,14,16.612,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,15,16.001,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,16,23.331,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,17,11.966,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,18,13.489,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,19,15.362,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,20,12.816,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,21,12.965,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,22,13.993,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,23,13.292,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,24,14.714,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,25,13.293,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,26,11.877,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,27,13.233,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,28,12.121,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,29,11.044,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,30,10.776,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,31,10.392,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,32,11.66,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,33,14.505,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,34,14.562,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,35,12.176,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,36,11.73,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,37,12.291,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,38,11.905,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,39,13.053,200,linux_x86_64
exp2,checkaccess,fabric,fabric1,40,12.326,200,linux_x86_64
